text,ASSORTMENT,PROMOTIONS,DELIVERY,PRICE,PRODUCTS_QUALITY,SUPPORT,CATALOG_NAVIGATION,PAYMENT
Нормально,0,0,0,0,0,0,0,0
Часто даставка занимает вдвое больше указанного времени,0,0,1,0,0,0,1,0
Даже при функции высокого спроса доставки очень долго могут ехать. Фрукты в редких случаях оставляют желать лучшего. А в остальном пока все хорошо,0,0,1,0,1,0,0,0
"Очень долго доставляете заказ. Последний ждала час. В [NUM] минут, как указано, никогда не успеваете.",0,0,1,0,0,0,1,0
"Вместо заявленных [NUM] минут в приложении - зачастую заказ привозят только через час. Доставка за час это не проблема, но люди делают заказ с расчетом на указанное время. И иногда заказ через час уже просто не нужен.",0,0,1,0,0,0,1,0
"Не нравится, что иногда нужно заказывать у вас на больше суммы, чем я хотела бы, и из-за этого только приходится не делать заказ.",0,0,0,1,0,0,1,0
Оверпрайс за так себе выбор,1,0,0,1,0,0,0,0
"Удобно , но иногда очень долго(((",0,0,1,0,0,0,0,0
"Периодически очень долго доставляют, не [NUM] минут, а все [NUM]. Также очень часто привозят продукты уже в плохом качестве (гнилые, сухие), и это было даже не на скидках",0,0,1,0,1,0,0,0
новые чаевые,0,0,0,0,0,0,0,0
Сейчас жду заказ уже [NUM] минут,0,0,1,0,0,0,0,0
"Неплохой сервис доставки, но оч часто задерживаются курьеры",0,0,1,0,0,0,0,0
"Часто долгая доставка, зелень и заморозка практически всегда в ненадлежащем состоянии",0,0,1,0,1,0,0,0
часто неверно указывается время ожидания и курьеры задерживаются,0,0,1,0,0,0,1,0
"Все хорошо, но иногда привозите испорченный продукт",0,0,0,0,1,0,0,0
Доставка вместо [NUM] заявленных минут занимает от получаса и выше,0,0,1,0,0,0,1,0
"Что за увеличение стоимости минимального заказа, как ближе время к обеденному перерыву у офисных сотрудников так цена становится заоблачной! Я хочу просто позавтракать а не закупиться на [NUM]?!!!",0,0,0,1,0,0,1,0
В последнее время очень долгая доставка. Жаловалась ни раз. Не предупреждаете когда убираете что-то из заказа. Тем более не предлагаете заменить. Это огромный минус.,0,0,1,0,0,1,0,0
"Периодически вы офигеваете с минимальной ценой заказа, серьёзно",0,0,0,1,0,0,0,0
"Удобно, мобильно, просто",0,0,1,0,0,0,0,0
Доставка за час очень долго,0,0,1,0,0,0,0,0
"Ребят все практически круто, но цены завышены!",0,0,0,1,0,0,0,0
Опаздывают часто курьеры,0,0,1,0,0,0,0,0
Н,0,0,0,0,0,0,0,0
Плохое качество овощей и фруктов. Часто привозят гнилое.,0,0,0,0,1,0,0,0
Дороговато и овощи фрукты не свежий!!!,0,0,0,1,1,0,0,0
Мне принесли просроченную творожную массу. Следите за сроком годности ваших продуктов,0,0,0,0,1,0,0,0
"Здравствуйте! Испортилось качество товаров, часто привозят не качественные продукты. Самокат всегда славился за быструю доставку, а в итоге я несколько раз свои заказы ждала более часа. Ассортимент плавает, что то заканчивается, товар не думают пополнять.",1,0,1,0,1,0,0,0
?,0,0,0,0,0,0,0,0
"последнее время долго производится доставка,что достаточно неприятно",0,0,1,0,0,0,0,0
У меня нет на это времени.,0,0,1,0,0,1,0,0
"Очень долгая доставка, зачем писать в заказе, что будет через [NUM]-[NUM] минут. Если приходится ждать по часу",0,0,1,0,0,0,1,0
"Поддержка очень долгая, овощи и фрукты плохие",0,0,0,0,1,1,0,0
"Продукты такие, что в магазине бы точно не взяли, что не есть хорошо. Цены бывают ну слишком завышены. Курьеры невежливые бывают, продукты кидают к сожалению.",0,0,1,1,1,1,0,0
"Обещанные [NUM] минут на доставку не соблюдаются уже давно, ассортимент не всегда удовлетворяет потребностям. В остальном всё удобно",1,0,1,0,0,0,1,0
Несколько раз сталкивалась с некачественными продуктами и некачественным хранением на складах,0,0,0,0,1,0,0,0
Поддержку из тг уберите. сделайте внутри приложения как в я. маркете,0,0,0,0,0,1,1,0
"Курьер уехал ,заказ отменили! Безобразие!",0,0,1,0,0,1,0,0
"Много просрочки и качество продуктов оставляет желать лучшего, при этом цены выше рыночных",0,0,0,1,1,0,0,0
"Доставка атас. Написано [NUM],[NUM] часа, в итоге больше трех и то не факт …",0,0,1,0,0,0,1,0
"Очень часто бывают опоздания более чем на [NUM] минут, фрукты и овощи привозят несвежие",0,0,1,0,1,0,0,0
Очень часто опаздывают курьеры. Поддержка не всегда адекватно отвечает,0,0,1,0,0,1,0,0
"В последние [NUM] раза заказ доставляли от [NUM]-[NUM] минут , это очень долго, за это время можно самому сходить [NUM] раза в магазин. Раньше [NUM]-[NUM] минут доставка была, с учетом того, что цех возле нашего дома..",0,0,1,0,0,0,0,0
Так себе,0,0,0,0,0,0,0,0
"Раньше был супермаркет в моем районе, теперь только за [NUM] минут доставка, ассортимент меньше. Цены стали сильно завышены, ну это можно простить , учитывая быструю доставку , но воткачество очень плохое , особенно собственной продукции. Раньше было лучше",1,0,1,1,1,0,0,0
"Раньше доставка была быстрее, сейчас в среднем [NUM]-[NUM] минут. Нет никаких [NUM] минут уже давно. Овощи и фрукты смысла заказывать нет, обязательно приносят плохие, гнилые или недоспелые…",0,0,1,0,1,0,1,0
"Не точное время доставки , т.е нельзя планировать время доставки. Не отслеживается где курьер.",0,0,1,0,0,0,1,0
Нужно больше позиций и побыстрее так как за [NUM] мин для маленького города многовато,1,0,1,0,0,0,1,0
"Всё хорошо, но сделать более приемлимые цены. И быструю доставку.",0,0,1,1,0,0,0,0
Среднее,0,0,0,0,0,0,0,0
"Реклама о том что бесплатная доставка, но постоянно есть сумма минимальная заказа. Проще сделать как у конкурентов обозначив сумму за доставку, хотя бы честно.",0,0,1,1,0,1,0,0
"Все было бы все отлично, если была возможность оплатить наличными",0,0,0,0,0,0,0,1
"не понимаю, почему увеличилась минимальная сумма заказа? если раньше сумма была гораздо меньше и все приезжало за [NUM] минут, а сейчас минимум [NUM]-[NUM] и едет [NUM] минут ??",0,0,1,1,0,0,1,0
"Очень хотелось бы оставлять отзывы на продукты, как в некоторых других службах доставки. Это позволило бы [NUM]) получить обратную связь производителю [NUM]) получить обратную связь самому самокату [NUM]) выбрать продукт нужного качества",0,0,0,0,0,0,1,0
"Раньше был замечательный сервис с быстрой доставкой и качественными продуктами, но чем дальше - тем хуже. Сейчас буквально в каждом заказе привозят гнилые продукты или продукты с плесенью (овощи и фрукты).",0,0,1,0,1,0,0,0
"Последние несколько недель у вас ужасно работает доставка. Несколько раз ожидание было больше часа, что в итоге провоцировало отмену заказа в вашем сервисе",0,0,1,0,0,1,0,0
"Ускорить доставку, если позиционируете себя как быстрая доставка",0,0,1,0,0,0,0,0
"Дорого, не всегда быстро и в последние разы почти испорченное (у нас было молоко у которого оставалось пару дней)",0,0,1,1,1,0,0,0
"Каждый раз, когда при заказе в приложении пишут. Курьер вот вот будет у вас-приходится ждать еще минимум минут [NUM]. Хочется, чтобы писали реальное время. В данный момент жду заказа уже почти [NUM].[NUM] часа, минут [NUM] из них «курьер уже вот вот приедет»",0,0,1,0,0,0,1,0
Молодец,0,0,0,0,0,0,0,0
"Долгие сборы заказов, соответственно долие доставки, соответственно часто опаздываю",0,0,1,0,0,0,0,0
Доставка как всегда желает лучшего,0,0,1,0,0,0,0,0
Раньше было лучше.,0,0,0,0,0,0,0,0
очень долгая доставка????за это время можно заказать в СберМаркете продукты и завышенные цены,0,0,1,1,0,0,0,0
"В каждом [NUM] моем заказе постоянно отсутствует какой-то из заказанных товаров,приходится связываться с администратором и снова ждать по [NUM] минут, когда донесут заказ.В целом удобно,что можно всё купить не выходя из дома.Но доставка,а иногда кач-во не очень.",0,0,1,0,1,1,0,0
"долгая доставка. иногда не весь заказ привозите. поддержка плохо работает, никто не может толком решить проблему",0,0,1,0,0,1,0,0
??,0,0,0,0,0,0,0,0
"Неудобный поиск по разделам, доставка очень часто задерживается",0,0,1,0,0,0,1,0
"Очень часто привозят продукты с истекающим сроком годности. Овощи обычно вообще «убитые», приходится писать в поддержку. Неудобная навигация и обозначения в приложении. Никак не могу понять, что значат часы около скидок?",0,1,0,0,1,1,1,0
Супер ??,0,0,0,0,0,0,0,0
"Отвратительный сервис, доставка до полутора часов при заявленных [NUM]",0,0,1,0,0,0,1,0
"Пользуюсь самокатом с [NUM] года могу сказать что основная проблема самоката - это доставка и поддержка. неоднократно сталкивалась with тем, что курьеры не читают комментарии, грубят, отменяют заказ самовольно. Поддержка не помогла ни разу.",0,0,1,0,0,1,0,0
В последнее время заказы доставляются очень долго. Увеличьте штат курьеров,0,0,1,0,0,0,0,0
"Проверяйте поставщиков с кем работаете, иногда приносят продукты не очень хорошего качества. В целом сервис удобный.",0,0,0,0,1,0,0,0
....,0,0,0,0,0,0,0,0
"Приложение, идея которого быстрая доставка продуктов за [NUM] минут, доставляет их за [NUM] часа",0,0,1,0,0,0,1,0
Быстро. Принимают сберспасибо,0,0,1,0,0,0,0,0
"Бывает такое, что продукты через раз подпорченные приезжают. На уценке бывают откровенно воняющие товары, среди товаров без скидки именно по мясу тоже бывают косяки + хлеб вообще не выглядит, как на фото. Время доставки не настоящее.",0,1,1,0,1,0,1,0
Нормально,0,0,0,0,0,0,0,0
Очень долго последнее время,0,0,1,0,0,0,0,0
иногда медленно,0,0,1,0,0,0,0,0
"Долго, не соответствуете указанному времени доставки, нет карты поэтому реально не оценишь где курьер, две доставки оформил и по итогу обе около часа доставлялись при условии, что дару стор рядом находится",0,0,1,0,0,1,1,0
"По большей части пользуюсь сервисами конкурентов, поскольку оценка времени доставки там сильно точнее. «[NUM] минут» в Самокате слишком часто превращаются в [NUM].",0,0,1,0,0,0,1,0
"Курьер постоянно опаздывает, тех поддержка не перезванивает, статус заказа не обновляется, жда заказ [NUM].[NUM] часа",0,0,1,0,0,1,1,0
ХУЙНЯ ЕБАННАЯ,0,0,0,0,0,0,0,0
Привет,0,0,0,0,0,0,0,0
"Находитесь в доме, стали доставлять дольше чем другие дарк сторы, ассортимент это отдельная тема, СТМ наверное выгоден и в некоторых случаях эксклюзивен, но у людей бывают предпочтения к каким то конкретным продуктам и брендам.",1,0,1,0,0,0,0,0
Усчезают хорошие позиции из ассортимента,1,0,0,0,0,0,0,0
Очень часто стали подводить. Часто молоко просроченное привозили. Доставку не дождешься. Сильно испортился сервис,0,0,1,0,1,0,0,0
"Удобно, часто выручает",0,0,0,0,0,0,0,0
Постоянно опаздывают доставки,0,0,1,0,0,0,0,0
Не получилось применить ни один промокод,0,1,0,0,0,1,0,0
Ыаыааыаы,0,0,0,0,0,0,0,0
Какашки,0,0,0,0,0,0,0,0
"Очень долго едут курьеры. Вместо заявленных [NUM] минут, стабильно минимум [NUM].",0,0,1,0,0,0,1,0
хорошее приложение,0,0,0,0,0,0,1,0
Очень часто привозите некачественные продукты,0,0,0,0,1,0,0,0
"Отличное приложение, хотелось бы видеть цены не в [NUM] раза дороже чем в магазине, в другом процветания и успехов!",0,0,0,1,0,0,1,0
"Чтобы заказ доставляли быстрее, без задержек!",0,0,1,0,0,0,0,0
"Несколько раз заказывал мороженное, почти всегда приносили подтаевшее и разбитое.",0,0,1,0,1,0,0,0
"Сегодня привезли прокисший плов! И уже не один раз так было: что-то прокисшее, что-то протухшее. Помидоры обязательно в рваной упаковке, рассыпаны по всему пакету. Виноград - подгнивший. Деньги жалко выкидывать на воздух.",0,0,0,0,1,0,0,0
"К сожалению, есть сложности с доставкой и работой службы поддержки, спасибо",0,0,1,0,0,1,0,0
Не нравитесь,0,0,0,0,0,0,0,0
"Часто бывает, что готовая продукция (супы, салаты, вафли производства Самлкат с карамелью) привозят испорченными. Срок годности нормальный, но у вас что-то не так с хранением продуктов. Раз они портятся очень часто раньше времени!",0,0,0,0,1,0,0,0
Час доставки + курьер наглый,0,0,1,0,0,1,0,0
Неприлично дорого,0,0,0,1,0,0,0,0
"Доставка стала хуже, медленнее.",0,0,1,0,0,0,0,0
"Сделайте возможность повторного выбора заказа, в истории заказов. Какой смысл на них просто смотреть. Нужно чтобы клиент открыл историю заказа, смог кликнуть по позиции заказа и попасть в его меню, где он может увидеть,- есть позиция в наличии или нет.",0,0,0,0,0,0,1,0
"Ни разу за последние недели не приехали без опоздания. Заказываем из-за скорости, приходится заказы отменять. Ужасно. Раньше таких проблем не было",0,0,1,0,0,1,0,0
"У вас очень вкусные свои продукты и всегда свежие овощи, но, к сожалению, приходится переходить в другие доставки, так как скудный ассортимент товаров других марок",1,0,0,0,1,0,0,0
"Привезли вчерашний хлеб, каждый раз привозят не свежий хлеб",0,0,0,0,1,0,0,0
Очень долго….,0,0,1,0,0,0,0,0
Доставка ужасно долгая !,0,0,1,0,0,0,0,0
"Хороший сервис, но так регулярно происходит что-то неприятное из-за чего забываю о нем на пару-тройку месяцев. До поддержки не дописаться, не дозвониться, отвечают всегда по хамски и никто не заинтересован в решении проблемы. Даже эта форма ограничена",0,0,0,0,0,1,1,0
Долго,0,0,1,0,0,0,0,0
"Приложение удобное и практичное. Доставка в целом быстрая и качественная. Единственный минус - сотрудники пункта ставят минимальную сумму заказа по вечерам от [NUM] и выше, а иногда после работы (в [NUM]-[NUM]) что-то требуется купить..",0,0,1,1,0,0,1,0
"Раньше доставляли все быстро, теперь долго и смысла уже меньше, те же озон фреш доставляют в течение часа и ассортимент больше и продукты по сроку годности всегда хорошие",1,0,1,0,1,0,0,0
"Достаточно лояльны, зачастую скидки = подходящие сроки годности, что не радует, доставка всегда сильно задерживается",0,1,1,0,1,0,0,0
"С какой стати, нет налички и доставка от [NUM] рублей",0,0,1,1,0,0,0,1
"Очень долгая доставка, за которую даже нет никакой компенсации. Много товаров которых просто нет по сравнению с другими магазинами. Цены на многии позиции в [NUM].[NUM]-[NUM] раза выше, чем в обычном магазине. Пользуемся теперь только в крайнем случае. [NUM]/[NUM]",1,1,1,1,0,1,0,0
"Все промокоды нацелены на новых клиентов, на ""первый заказ"", от чего впечатление в будущем такое себе. Некоторые товары с очень большой наценкой. Брал как-то безалкогольное шампанское за [NUM]р, а потом увидел точно такое же в пятерочке за [NUM]-[NUM]",0,1,0,1,0,0,0,0
"Долго, хотя я в соседнем подъезде. Пишите [NUM] мин, приходят через [NUM]",0,0,1,0,0,0,1,0
Очень долгие доставки,0,0,1,0,0,0,0,0
Постоянно опаздываете,0,0,1,0,0,0,0,0
Маленький ассортимент,1,0,0,0,0,0,0,0
"Мнение хорошее, но иногда когда хочется что то заказать, а у вас задержка заказов, из за недостатка курьеров ??",0,0,1,0,0,0,0,0
Цены очень высокие,0,0,0,1,0,0,0,0
П,0,0,0,0,0,0,0,0
"В самокате дороже, чем в обычных магазинах",0,0,0,1,0,0,0,0
Нулевая клиентоориентированность в поддержке,0,0,0,0,0,1,0,0
"Который раз уже привозят йогурты подходящие к концу срока. Сегодня написал, что надо свежие и все равно привезли йогурт, который через три дня умрет. Это издевательство что ли?? Я уже пару раз после вашего такого йогурта проводил день на унитазе.",0,0,0,0,1,1,0,0
Стала долгая доставка это уже убирает вообще преимущество у конкурентов,0,0,1,0,0,0,0,0
Постоянно привозят гнилые овощи.,0,0,0,0,1,0,0,0
"Все классно , еще в другом городе пользовался самокатом , но тут , очень мало выбора еды готовой , хочется уже чего то нового одно и тоже а то ….",1,0,0,0,0,0,0,0
Очень долго работает доставка. Продукты ненадлежащего качества .,0,0,1,0,1,0,0,0
"Раньше доставка была ровно [NUM] минут, ну максимум [NUM]. Сейчас курьеры едут и по [NUM] минут, когда торопишься на работу это очень неприятно",0,0,1,0,0,0,1,0
иммими,0,0,0,0,0,0,0,0
"Иногда доставка не соответствует своему ожидание и даже не предупреждают, последний раз час ждала. В чате ответили когда доставку уже привезли и дали скидку [NUM]% это что ничего никак не компенсирует то что так долго ждала. Некоторые продукты дорогие.",0,1,1,1,0,1,0,0
"Раньше, когда доставка была от [NUM]? было лучше! Сейчас приемлемо [NUM]. Доставляют супер. Ребята молодцы. Продукты свежие! Все бы ничего,но цены немного портят картину. Ещё плюс, что можно сбербонусы списать и начисляют их. Вообще кайф??????",0,1,1,1,1,0,0,0
я у вас работаю и вы мне деняк мало платите,0,0,0,0,0,0,0,0
"Я звонила жаловалась на курьера. Так как он повел себя отвратительно. Обещали , что со мной свяжутся. И тишина. Очень неприятно",0,0,1,0,0,1,0,0
"Все супер, но хочется еще быстрее",0,0,1,0,0,0,0,0
"Не удобно, что появилась минимальная сумма заказа",0,0,1,1,0,0,1,0
"Ужасно долгая доставка, некомпетентная поддержка, ц",0,0,1,0,0,1,0,0
"В редких случаях продукцию доставляют в пролом качестве, служба поддержки работает очень плохо, доставка занимает гораздо больше заявленному!!!",0,0,1,0,1,1,0,0
"Плохой выбор готовых блюд. Если заказываешь часть, то надоедает быстро. Мясо привозят сроком годности последние [NUM]-[NUM] дня, овощи зачастую испорченные, огурцы горькие, часто овощи с плесенью привозили.",1,0,0,0,1,0,0,0
"Последний месяц очень часто привозят некачественные продукты особенно овощи, фрукты и зелень! Постоянно гниль и плесень! И без зазрения совести везут и отдают!",0,0,0,0,1,0,0,0
"Очень удобно, что не нужно выходить за срочными покупками. Самокат всегда рядом, но такое ощущение , что курьеры все поголовно глухие. В ответ не здороваются , не прощаются. Молча отдали и ушли ??",0,0,1,0,0,1,0,0
"Прошу быть курьеров немного внимательнее, круассаны доставлены все раздавленные",0,0,1,0,1,0,0,0
Секс,0,0,0,0,0,0,0,0
"Снизить цены до магазинов розницы, увеличить ассортимент товара",1,0,0,1,0,0,0,0
Вечно завышенная цена на многие продукты и так же постоянно высокая минимальная сумма заказа. Ваш DarkStore находится в [NUM]-[NUM] минутах пешком (не на велике!) от моего дома.,0,0,1,1,0,0,0,0
"Сервис не плохой,не хватает ассортимента",1,0,0,0,0,0,0,0
Испорченный фрукты,0,0,0,0,1,0,0,0
"Курьеры кладут заказы с другой стороны двери, сложно же понять в какую сторону открывается дверь",0,0,1,0,0,1,0,0
"Заказывал в первый раз, в заказе были лимонады, полуфабрикаты и мороженное, всё мороженное оказалось внизу, как итог получилась каша, заказывать больше не буду",0,0,1,0,1,0,0,0
Не доволен постоянной ценой надо вечно набирать на определеную сумму,0,0,1,1,0,0,0,0
нужно лучше распределять нагрузку в часы пик. Они каждый день в одно и то же время. Почему бы не выводить на работу больше курьеров в эти часы? Из-за [NUM] часовых доставок по утрам и вечерам желания заказывать что-либо нет и в обычное время.,0,0,1,0,0,1,0,0
Очень долгая доставка и тех поиздержусь ничем не помогает,0,0,1,0,0,1,0,0
"Доставка удобна,оплата тоже, иногда время ожидания огорчает ,в остальном все супер!",0,0,1,0,0,0,0,0
"Очень слабая поддержка, отвечают часами, пока специалист ответит, уже все решается само собой либо отменяем заказ.",0,0,1,0,0,1,0,0
"То гель для душа от Самокат с другим содержимым, то сушеные грибы с червями, то багет с маслом и чесноком наполовину порезан, соответственно вторая половина-просто багет",0,0,0,0,1,0,0,0
Частенько приходится ждать доставку больше часа,0,0,1,0,0,0,0,0
"Классно, что есть продукция от самоката, но иногда порции слишком маленькие. Так же доставка НИКОГДА не бывает [NUM] мин, что обещано в вашем приложении! Хотя мы живем в центре и самокат находится не далеко, напишите уж [NUM]-[NUM] мин) так честнее",0,0,1,0,1,0,1,0
Время доставки не соответствует заявленному.,0,0,1,0,0,0,1,0
"Раньше доставка была быстрее, сейчас курьер может доставлять и [NUM] минут и час, пару раз попадались некачественные продукты. За опоздание никаких бонусов нет, даже если опаздывают систематически.",0,1,1,0,1,1,0,0
Долго ждать((,0,0,1,0,0,0,0,0
"В последнее время, доставка по продолжительности стала дольше, не [NUM] мин и даже не [NUM]. Очень разочарована этим стала.",0,0,1,0,0,0,1,0
"Раньше было классно, но в последнее время сильно задерживаются, цены поднялись, и перестали следить в каком состояние везут заказ, все мнётся.",0,0,1,1,1,0,0,0
"Доставка всегда долгая, цены космические. Порог бесплатной доставки в часы пик огромный. В праздники лучше заказать в Яндексе, там нет всех этих сложностей.",0,0,1,1,0,0,0,0
"мне заставляли не свежую рыбу, ? испорченные клубнику. Если учесть что это дорогие продукты – то за ними нужно следить ещё лучше чем огурцами как мне кажется??",0,0,0,1,1,0,0,0
??,0,0,0,0,0,0,0,0
Долгая доставка,0,0,1,0,0,0,0,0
Что нужно соответствовать « доставка за [NUM] мин) час жду,0,0,1,0,0,0,1,0
В последние пару месяцев время доставки очень увелистлось,0,0,1,0,0,0,0,0
"Цены большие , долго доставляют заказ , нету пива",1,0,1,1,0,0,0,0
Доставка могла бы быть и побыстрее,0,0,1,0,0,0,0,0
"Долгая доставка, курьеры постоянно опаздывают",0,0,1,0,0,0,0,0
"Слишком высока минимальная цена заказа, теряете много потенциальных клиентов, все заказывают в яндекс.лавке",0,0,1,1,0,0,0,0
Терпимо,0,0,0,0,0,0,0,0
"Использовать темные паттерны, продавая запеканку из молокосодержащего чего-то рядом с нормальной творожной, очень плохо(( писать про доставку за [NUM] минут, но при этом привозить через [NUM], тоже не очень, надо быть быстрее лавки на деле, а не на словах)",0,0,1,0,1,0,1,0
"Нередко продукты приходят огурцы с плесенью. Обращалась уже, но честно надоело, просто выбрасываю и заказываю в Яндекс лавке",0,0,1,0,1,1,0,0
"Вроде всё хорошо, но не всегда хватает выбора готовой еды. Курьеры то прям отлично прилетают, а иногда написано вот-вот будет у Вас, но его нет, как в данный момент. Таймер закончился минут [NUM] назад",1,0,1,0,0,0,1,0
"Последние время долго приходится ждать доставку, мороженое постоянно привозят уже растаянное и скомканное, очень жаль",0,0,1,0,1,0,0,0
"Маленький ассортимент, ну как бэ ценник начали задирать, к доставки претензий нет",1,0,1,1,0,0,0,0
Долго везут,0,0,1,0,0,0,0,0
Постоянные опоздания,0,0,1,0,0,0,0,0
Дорого стала доставка стоить,0,0,1,1,0,0,0,0
Пакет,0,0,0,0,0,0,0,0
Что то долго начали доставлять,0,0,1,0,0,0,0,0
"Практически никогда не приезжает вовремя, обещанные сроки отстают на [NUM]-[NUM] минут.",0,0,1,0,0,0,1,0
курьеры долго доставляют,0,0,1,0,0,0,0,0
"Все хорошо, но цены смущают ) дорогие фрукты и овощи , из-за этого стала пользоваться значительно реже",0,0,0,1,1,0,0,0
Порой ассортимента мало,1,0,0,0,0,0,0,0
"Хочется, чтобы выбор был больше и товары чаще были в наличие, цены кусаются, поэтому заказываю реже, чем хожу в магазин, прямо вижу разницу в стоимости",1,0,0,1,0,0,1,0
"Заказ,бывает, задерживают до получаса. Курьеры при этом говорят,что это не их проблемы. Поддержка лишь формально фиксирует проблему и все. Ассортимент скудный, часто нужных товаров не найти. Не все хорошего качества. А так идея отличная, очень выручает.",1,0,1,0,1,1,0,0
Очень долгой стала доставка. [NUM] мин при заявленных [NUM],0,0,1,0,0,0,1,0
Часто привозите просроченные продукты или перед самым окончанием срока годности,0,0,0,0,1,0,0,0
"Очень долгая доставка, за последние полгода ни разу не привезли продукты вовремя.",0,0,1,0,0,0,0,0
"Молодцы ваще ребята относительно заката, и не надо за доставку как везде ваще платить",0,0,1,0,0,0,0,0
"Быстро . Удобно, но дорого",0,0,1,1,0,0,0,0
"Поддержку нужно не улучшить, а заменить. Ценообразование вызывает смех. Посмотрите сейчас кетчупы Хайнс и «скидки», на большинство товаров цены слишком завышены",0,1,0,1,0,1,0,0
Долго едут курьеры,0,0,1,0,0,0,0,0
"Я наглый, хочу больше скидок, извините меня",0,1,0,0,0,0,0,0
"Ужасный сервис и качество многих продуктов. Не соблюдается обешаенное время, которое нарушает быструю доставку [NUM] минут в [NUM] раза. Заказывать перестали всей семьёй и перешли на более лояльных сервис. Лавка и озон. У вас хамски ведут операторы",0,0,1,0,1,1,1,0
"вообще сервис мне нравится, но курьеры иногда приезжают и говорят «этого не было в наличии, но мы деньги списали, на возврат поставили», но так ничего не и не вернули, я не стала ругаться из-за [NUM] рублей, но ситуация неприятная. зачем тогда дс списывать?",0,0,1,0,0,1,0,0
Доставка заняла [NUM] минут вместо [NUM].,0,0,1,0,0,0,1,0
"В приложении теперь нельзя оформить заказ из гипермаркета, что очень обидно, там выбора продуктов больш",1,0,0,0,0,0,1,0
"Вечно опаздываете с доставкой, а поддержке никакой помощи не дождёшься, проблема даже дождаться ответа т.к приходится ждать иногда более часа. Авокадо либо не спелые, либо переспелые. Салаты какие то кислые хоть и в сроке",0,0,1,0,1,1,0,0
"Курьеров видимо очень не хватает, скорость доставки регулярно падает. Цены при этом ниже не становятся",0,0,1,1,0,0,0,0
Все хорошо за исключением,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Жду доставку. Написано вот-вот! Пришлось ждать еще [NUM] минут в отличии от [NUM] обещаных,0,0,1,0,0,0,0,0
"Уважаемые работники самоката, случаются как везде и всегда сбои и недочеты в работе, по этому желаю вам придумывать и реализовывать эффективные решения ко всем возникающим проблемам, а в целом все здорово, удачи!",0,0,0,0,0,0,0,0
вы охуели,0,0,0,0,0,0,0,0
"Долгая доставка!! Мало выбора , дорого",1,0,1,1,0,0,0,0
Люблю вас спасибо,0,0,0,0,0,0,0,0
"Очень часто не соответствуете по времени ( задержки мин по [NUM]-[NUM] мин",0,0,1,0,0,0,0,0
"Вообще цинус, харам не делают",0,0,0,0,0,0,0,0
??????,0,0,0,0,0,0,0,0
"Не хватает отслеживания курьера, тк ооооочень часто они задерживаются на неопределенный срок",0,0,1,0,0,1,0,0
норм,0,0,0,0,0,0,0,0
"Большое спасибо,вы палочка- выручалочка. Желаю успехов и процветания.",0,0,0,0,0,0,0,0
Заявленные [NUM] минут не всегда соблюдаются. Часто бывает что после оплаты проходит по [NUM]-[NUM] минут. Или измените слоган -доставка [NUM] минут или улучшите именно доставку и сборку,0,0,1,0,0,1,0,0
"Почему доставка стабильно стала выше [NUM] минут. Последние несколько месяцев раньше чем за [NUM] минут не доставляли ни разу. А то бывало и по [NUM] минут ждешь маленький заказ. Ценник и так был конский, но порции хотя бы нормальные, а сейчас мизерные",0,0,1,1,1,0,0,0
Долгая доставка в некоторых районах города,0,0,1,0,0,0,0,0
Второй раз подряд не уложились в [NUM] минут,0,0,1,0,0,0,0,0
"Раздел с готовой едой мне не нравится вообще … салаты все ужасные . В плане Продуктов остальных всегда всем довольна была ??",0,0,0,0,1,0,0,0
Промокоды не работают на новых аккаунтов,0,1,0,0,0,1,0,0
"Никогда курьеры не читают комментарии к заказам! Вообще никогда! Ни разу за все время! Цены оставляют желать лучшего: очень завышены! Картофель по [NUM]-[NUM] руб кг! Серьезно??? Качество на [NUM] из [NUM]. Невозможность редактировать заказ, долгий возврат денег",0,0,0,1,1,1,1,0
"К сожалению, частые проблемы с доставкой",0,0,1,0,0,0,0,0
Очень очень долго! Всегда опаздывают,0,0,1,0,0,0,0,0
"Курьеры долго едут,хотя живем рядом с пунктом, продукты иногда приходят в неположенном виде",0,0,1,0,1,0,0,0
Часто испорченные продукты!,0,0,0,0,1,0,0,0
"В поддержке работают некомпетентные сотрудники, клиентоориентированность [NUM]",0,0,0,0,0,1,0,0
Долгая доставка,0,0,1,0,0,0,0,0
"Зачем писать в приложении, что доставка [NUM] минут, если регулярно по вечерам и иногда днем я жду доставку около часа, а то и больше? Я живу в центре города, не на окраине.",0,0,1,0,0,0,0,0
"Всё в основном неплохо, но иногда привозят откровенно испорченные продукты. К примеру, мне привозили раздавленное мороженое и сыр с плесенью (это не тот, на котором она должна быть). Также хотелось бы больше ассортимента для заказа.",1,0,0,0,1,0,0,0
"Хорошее приложение ,но было бы удобнее иногда осуществлять оплату наличными,либо картой при получении.",0,0,0,0,0,0,0,1
"Овощи и фрукты откровенное ""г"", не надо так. Есть смысл заказывать только что-то, что не портится. Иначе зеленючие бананы, несъедобные томаты, деревянные или гнилые авокадо. Раньше таких проблем не было.",0,0,0,0,1,0,0,0
